handle,title,has_hosted_video,has_external_video,has_videoobject_markup,hosted_video_url,hosted_preview,hosted_duration_ms,external_host,external_url,video_alt,url
2000-lumen-5-stage-rechargeable-flashlight-with-adjustable-beam-and-sos-mode-7-5-inches,"2000 Lumen 5-Stage Rechargeable Flashlight with Adjustable Beam and SOS Mode Camping Gear, 7.5 Inches",0,0,,,,,,,,https://asroutdoor.com/products/2000-lumen-5-stage-rechargeable-flashlight-with-adjustable-beam-and-sos-mode-7-5-inches
mini-stick-on-led-lights-6-pack-battery-operated-puck-lights-with-magnet-and-adhesive-for-camping-gear-rv-tool-boxes,"Mini Stick On LED Lights 6 Pack Battery Operated Puck Lights with Magnet and Adhesive for Camping Gear RV Tool Boxes",0,0,,,,,,,,https://asroutdoor.com/products/mini-stick-on-led-lights-6-pack-battery-operated-puck-lights-with-magnet-and-adhesive-for-camping-gear-rv-tool-boxes
waterproof-adventure-writing-journal-smudgeproof-personal-notebook,"Waterproof Pocket Notebook All Weather Field Notes Journal (50 Sheets with Pencil)",0,0,,,,,,,,https://asroutdoor.com/products/waterproof-adventure-writing-journal-smudgeproof-personal-notebook
stainless-steel-emergency-signaling-mirror-camping-hiking-emergency-tool,"Stainless Steel Signaling Mirror - Emergency Survival Mirror for Hiking, Camping & Outdoor Safety",0,0,,,,,,,,https://asroutdoor.com/products/stainless-steel-emergency-signaling-mirror-camping-hiking-emergency-tool
waterproof-emergency-rain-poncho-lightweight-camping-hiking-rain-protection-clear-1pk,"Waterproof Emergency Rain Poncho Lightweight Camping & Hiking Rain Protection (Clear, 1pk)",0,0,,,,,,,,https://asroutdoor.com/products/waterproof-emergency-rain-poncho-lightweight-camping-hiking-rain-protection-clear-1pk
2-person-emergency-survival-shelter-lightweight-reflective-waterproof-tent,"2 Person Emergency Survival Shelter Lightweight Reflective Waterproof Tent",0,0,,,,,,,,https://asroutdoor.com/products/2-person-emergency-survival-shelter-lightweight-reflective-waterproof-tent
reusable-thermal-mylar-emergency-blanket-sleeping-bag-bivvy-sack-40um-thickness,"Reusable Thermal Mylar Emergency Blanket Sleeping Bag Bivvy Sack 40um Thickness",0,0,,,,,,,,https://asroutdoor.com/products/reusable-thermal-mylar-emergency-blanket-sleeping-bag-bivvy-sack-40um-thickness
collapsible-water-container-5-gallon-portable-camping-emergency-water-storage,"5 Gallon Collapsible Water Container Portable Camping & Emergency Water Storage",0,0,,,,,,,,https://asroutdoor.com/products/collapsible-water-container-5-gallon-portable-camping-emergency-water-storage
natural-citronella-mosquito-repellent-bracelet-wrist-band-4-colors,"Natural Citronella Mosquito Repellent Bracelet Wrist Band (4 Colors)",0,0,,,,,,,,https://asroutdoor.com/products/natural-citronella-mosquito-repellent-bracelet-wrist-band-4-colors
19l-griptape-backpack-dual-zip-two-tone-navy-od-green-travel-bag,"19L Everyday Front Griptape Backpack with Padded Shoulder Straps, Green/Blue",0,0,,,,,,,,https://asroutdoor.com/products/19l-griptape-backpack-dual-zip-two-tone-navy-od-green-travel-bag
1pc-stainless-steel-gold-prospecting-carabiner-keychain-lightweight-durable-edc-key-holder-with-split-ring-2-styles,"1pc Stainless Steel Gold Prospecting Carabiner Keychain, Lightweight Durable EDC Key Holder with Split Ring (2 Styles)",0,0,,,,,,,,https://asroutdoor.com/products/1pc-stainless-steel-gold-prospecting-carabiner-keychain-lightweight-durable-edc-key-holder-with-split-ring-2-styles
mosquito-net-with-mounting-kit-travel-camping-essentials-outdoor-canopy-94-5-inches,"Mosquito Net with Mounting Kit Travel Camping Essentials Outdoor Canopy, 94.5 Inches",0,0,,,,,,,,https://asroutdoor.com/products/mosquito-net-with-mounting-kit-travel-camping-essentials-outdoor-canopy-94-5-inches
5pc-metal-detecting-tools-kit-with-drawstring-bag-3-colors,"5pc Metal Detecting Tools Kit with Drawstring Backpack (3 Colors)",0,0,,,,,,,,https://asroutdoor.com/products/5pc-metal-detecting-tools-kit-with-drawstring-bag-3-colors
technora,technora,0,0,,,,,,,,https://asroutdoor.com/products/technora
