needs,product_title,variant,sku,current_gtin,current_mpn,MPN (fill in),UPC (fill in),correct GTIN-14,correct GTIN-13,handle,product_id,variant_id
4-ok (has GTIN),"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes",100 Holes per Square Inch,SON-GRCSS100HPSI-6-GRN,060886480723,,MSCS-100,060886480723,00060886480723,0060886480723,gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,8502378823980,45942017589548
4-ok (has GTIN),"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes",20 Holes per Square Inch,SON-GRCSS20HPSI-6-GRN,060886603382,,MSCS-20,060886603382,00060886603382,0060886603382,gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,8502378823980,45942017425708
4-ok (has GTIN),"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes",30 Holes per Square Inch,SON-GRCSS30HPSI-6-GRN,060886800965,,MSCS-30,060886800965,00060886800965,0060886800965,gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,8502378823980,45942017458476
4-ok (has GTIN),"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes",3pc Coarse Set (10 20 & 30),ASR-GRCSSS-BUN-3PC-6-GRN-BNDL,741924889882,,MSCS-3PK,741924889882,00741924889882,0741924889882,gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,8502378823980,45942017622316
4-ok (has GTIN),"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes",4 Holes per Square Inch,SON-GRNSIFTINGPAN-6IN-VAR,855569007232,,6INGRNSIFTPAN,855569007232,00855569007232,0855569007232,gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,8502378823980,45942017360172
4-ok (has GTIN),"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes",40 Holes per Square Inch,SON-GR6ISPP40HSI-6IN-VAR,622996740380,,MSCS-40,622996740380,00622996740380,0622996740380,gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,8502378823980,45942017491244
4-ok (has GTIN),"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes",50 Holes per Square Inch,SON-GRCSS50HPSI-50HPS-GRN2,855569005016,,MSCS-50-1we2,855569005016,00855569005016,0855569005016,gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,8502378823980,45942017524012
4-ok (has GTIN),"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes",60 Holes per Square Inch,SON-GRCSS60HPSI-6-GRN,785691237835,,MSCS-60,785691237835,00785691237835,0785691237835,gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,8502378823980,45942017556780
4-ok (has GTIN),"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes",6pc Set (10-60),ASR-AOGPSCS6ID-BUN-6PC-SET,151301811694,,MSCS-6PK,151301811694,00151301811694,0151301811694,gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,8502378823980,45942017655084
4-ok (has GTIN),"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes",8pc Complete Set,ASR-AOGPSCS6ID-BUN-8PC-SET,810131709792,,MSCS-8PK,810131709792,00810131709792,0810131709792,gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,8502378823980,45942017687852
4-ok (has GTIN),"Solid Titanium Ice Pick, 9.25""",Default Title,SHM-HDTIPFAO-STD-SLVR,325164875463,,TI-ASR,325164875463,00325164875463,0325164875463,solid-titanium-ice-pick-9-25,9516229722412,49369308856620
4-ok (has GTIN),"Southwest Navajo Style Mens Socks, 1 Pair, Assorted Colors, One Size Fits Most",Aztec Beige,SVT-SOUTHWESTSOCKS-BGE,060886418986,,ASROSWSB,060886418986,00060886418986,0060886418986,southwest-navajo-style-mens-socks-1-pair-assorted-colors-one-size-fits-most,9516465619244,51582212440364
4-ok (has GTIN),"Southwest Navajo Style Mens Socks, 1 Pair, Assorted Colors, One Size Fits Most",Aztec Blue,SVT-SOUTHWESTSOCKS-BLU,060886472322,,ASROSWSB,060886472322,00060886472322,0060886472322,southwest-navajo-style-mens-socks-1-pair-assorted-colors-one-size-fits-most,9516465619244,51582212407596
4-ok (has GTIN),"Southwest Navajo Style Mens Socks, 1 Pair, Assorted Colors, One Size Fits Most",Aztec Brown,SVT-SOUTHWESTSOCKS-BRN,060886577188,,ASROSWSB,060886577188,00060886577188,0060886577188,southwest-navajo-style-mens-socks-1-pair-assorted-colors-one-size-fits-most,9516465619244,51582212473132
4-ok (has GTIN),"Southwest Navajo Style Mens Socks, 1 Pair, Assorted Colors, One Size Fits Most",Aztec Green,SVT-SOUTHWESTSOCKS-GRN,060886024842,,ASROSWSB,060886024842,00060886024842,0060886024842,southwest-navajo-style-mens-socks-1-pair-assorted-colors-one-size-fits-most,9516465619244,51582212505900
4-ok (has GTIN),"Southwest Navajo Style Mens Socks, 1 Pair, Assorted Colors, One Size Fits Most",Navajo Black,SVT-SOUTHWESTSOCKS-0113-BLK,810058481108,,ASROSWSB,810058481108,00810058481108,0810058481108,southwest-navajo-style-mens-socks-1-pair-assorted-colors-one-size-fits-most,9516465619244,51582212538668
4-ok (has GTIN),"Southwest Navajo Style Mens Socks, 1 Pair, Assorted Colors, One Size Fits Most",Navajo Blue,SVT-SOUTHWESTSOCKS-0113-BLU,810058488381,,ASROSWSB,810058488381,00810058488381,0810058488381,southwest-navajo-style-mens-socks-1-pair-assorted-colors-one-size-fits-most,9516465619244,51582212571436
4-ok (has GTIN),"Southwest Navajo Style Mens Socks, 1 Pair, Assorted Colors, One Size Fits Most",Navajo Burgundy,SVT-SOUTHWESTSOCKS-0113-RED,810058485113,,ASROSWSB,810058485113,00810058485113,0810058485113,southwest-navajo-style-mens-socks-1-pair-assorted-colors-one-size-fits-most,9516465619244,51582212604204
4-ok (has GTIN),"Southwest Navajo Style Mens Socks, 1 Pair, Assorted Colors, One Size Fits Most",Navajo Green,SVT-SOUTHWESTSOCKS-0113-GRY,810058487179,,ASROSWSB,810058487179,00810058487179,0810058487179,southwest-navajo-style-mens-socks-1-pair-assorted-colors-one-size-fits-most,9516465619244,51582212636972
4-ok (has GTIN),"Stackable 1/4"" Classifier Sifting Screen Gold Prospecting Equipment",Default Title,SON-GSC14MSSPPWFP-GRN-PLST,810058489586,,4HPSQINPLS,810058489586,00810058489586,0810058489586,half-inch-plastic-sifting-screen-classifier-4-holes-per-square-inch,8992586793260,47839167971628
4-ok (has GTIN),Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes),"1/100""",ASR-ASRINCHGREENRIFFLES,706569268485,,GP2-1100-2,706569268485,00706569268485,0706569268485,5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,8502255157548,45940893810988
4-ok (has GTIN),Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes),"1/12""",ASR-GOLDMATERIALSINCHGREEN-2,706569168501,,GP2-112-BP-75,706569168501,00706569168501,0706569168501,5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,8502255157548,45940893647148
4-ok (has GTIN),Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes),"1/2""",ASR-GOLDMESHPANNINGMATERIALS,706569105827,,GP2-12-FGP,706569105827,00706569105827,0706569105827,5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,8502255157548,45940893548844
4-ok (has GTIN),Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes),"1/20""",ASR-GOLDSIFTINGMESHFREE-2,706569294972,,120GSP-165,706569294972,00706569294972,0706569294972,5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,8502255157548,45940893679916
4-ok (has GTIN),Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes),"1/30""",ASR-GOLDMESHPANNINGMATERIALS-6,060886866800,,GP2-13074-602,060886866800,00060886866800,0060886866800,5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,8502255157548,45940893712684
4-ok (has GTIN),Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes),"1/4""",SON-GSC14MSSPPWFP-2PC-SML-GRN--2-2,032281173234,,GNTETTEN-2-23,032281173234,00032281173234,0032281173234,5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,8502255157548,45940893581612
4-ok (has GTIN),Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes),"1/50""",ASR-GOLDMESHPANNINGMATERIALS-3,706569731781,,GP2-150-FGP,706569731781,00706569731781,0706569731781,5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,8502255157548,45940893745452
4-ok (has GTIN),Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes),"1/70""",ASR-GOLDMESHPANNINGMATERIALS-10,706569501049,,GP2-170-51,706569501049,00706569501049,0706569501049,5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,8502255157548,45940893778220
4-ok (has GTIN),Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes),"1/8""",ASR-GOLDMESHPANNINGMATERIALS-4,706569845617,,GP2-18-881,706569845617,00706569845617,0706569845617,5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,8502255157548,45940893614380
4-ok (has GTIN),Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes),"3pc - Coarse Combo (1/2, 1/4, 1/8)",ASR-SIFTINGMESHFREEMUST-4,644773131648,,GP2-Coarse-FGP,644773131648,00644773131648,0644773131648,5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,8502255157548,45940893843756
4-ok (has GTIN),Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes),"3pc - Fine Combo (1/50, 1/70, 1/100)",ASR-ASRMESHPANNINGRECOVERY,706569188523,,GP2-Fine-993,706569188523,00706569188523,0706569188523,5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,8502255157548,45940893876524
4-ok (has GTIN),Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes),"4pc - Fine Coarse Combo (1/2, 1/8, 1/20, 1/70)",SON-CLASSIFIERSET-4PC,060886130406,,GRSCCMB-4PC,060886130406,00060886130406,0060886130406,5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,8502255157548,45940893909292
4-ok (has GTIN),Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes),"5pc - Full Combo (1/2, 1/8, 1/4, 1/12, 1/20)",ASR-MESHPANNINGMINERALMATERIALS-5,706569447958,,ASRO5GCS,706569447958,00706569447958,0706569447958,5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,8502255157548,45940893942060
4-ok (has GTIN),Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes),9pc - Complete Combo,ASR-MESHPANNINGMATERIALSBASED,767544497900,,HT1-c4,767544497900,00767544497900,0767544497900,5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,8502255157548,45940893974828
4-ok (has GTIN),Stainless Steel Coffee Mug with Collapsible Handles Camping Essentials (2 Sizes),12oz (Small),SON-ASRO-SSCOFFEEMUG-12OZ,810131709204,,ASRO-ZC1HGDMU,810131709204,00810131709204,0810131709204,stainless-steel-coffee-mug-with-collapsible-handles-camping-essentials-2-sizes,9892036575532,50794771120428
4-ok (has GTIN),Stainless Steel Coffee Mug with Collapsible Handles Camping Essentials (2 Sizes),22oz (Large),SON-ASRO-SSCOFFEEMUG-22OZ,810131709518,,ASRO-OB2ZNDW3,810131709518,00810131709518,0810131709518,stainless-steel-coffee-mug-with-collapsible-handles-camping-essentials-2-sizes,9892036575532,50794771153196
4-ok (has GTIN),"Stainless Steel Signaling Mirror - Emergency Survival Mirror for Hiking, Camping & Outdoor Safety",Default Title,SON-SSESM-SML-SLVR,060886210429,,SM-1PK,060886210429,00060886210429,0060886210429,stainless-steel-emergency-signaling-mirror-camping-hiking-emergency-tool,10251985387820,52745151185196
4-ok (has GTIN),Survival 7 in 1 Multitool with Whistle Compass LED Flashlight,Green,ASR-SURVIVALWHISTLEMULTILED-1,021563995442,,LED71,021563995442,00021563995442,0021563995442,survival-7-in-1-multitool-with-whistle-compass-led-flashlight,9513050702124,51582220534060
4-ok (has GTIN),Survival 7 in 1 Multitool with Whistle Compass LED Flashlight,Orange,SON-7I1-CCH7-2PK-ORANGE,810131703455,,SURVIVALWHISTLE,810131703455,00810131703455,0810131703455,survival-7-in-1-multitool-with-whistle-compass-led-flashlight,9513050702124,51582220566828
4-ok (has GTIN),"Survival Candle, 48 Hour, Unscented, 4 Wick, Emergency, Survival, Indoor Outdoor, Tin",Default Title,SON-ASRO-4WICK-CANDLE-AMZN,810058487216,,4WICSC,810058487216,00810058487216,0810058487216,survival-candle-48-hour-unscented-4-wick-emergency-survival-indoor-outdoor-tin,9516357517612,49370053771564
4-ok (has GTIN),"Survival Hatchet with Hammer and Pry Bar, Multi-Tool",Default Title,SON-BLK-881-MA-HATCH,810058485847,,ASR0-HXE,810058485847,00810058485847,0810058485847,survival-hatchet-with-hammer-pry-bar,9516216516908,49369276973356
4-ok (has GTIN),"Survival Mylar Extreme Emergency Blanket, Orange",Default Title,SON-SMEEBO-83X51-ORNG,754215487544,,EMERBLANKET-124,754215487544,00754215487544,0754215487544,survival-mylar-extreme-emergency-blanket-orange,9513188688172,49362332877100
4-ok (has GTIN),Thermal Mat Heat Reflective Camping Sleeping Pad,Default Title,SON-OTRSCMP-STD-YLLW,654123789641,,EB7158,654123789641,00654123789641,0654123789641,thermal-mat-heat-reflective-camping-sleeping-pad,9511364165932,49355308466476
4-ok (has GTIN),"Universal Fit Survival 550 Paracord Belt with Stainless Steel Buckle, 52 inch",Black,ASR-PARACORDBELT-BLACK,810131799441,,ASRO-PB,810131799441,00810131799441,0810131799441,universal-fit-black-survival-550-paracord-belt-with-stainless-steel-buckle-52-inch,10016120537388,51582204084524
4-ok (has GTIN),"Universal Fit Survival 550 Paracord Belt with Stainless Steel Buckle, 52 inch",Brown,ASR-PARACORDBELT-TAN,810131749620,,ASRO-PB,810131749620,00810131749620,0810131749620,universal-fit-black-survival-550-paracord-belt-with-stainless-steel-buckle-52-inch,10016120537388,51582204117292
4-ok (has GTIN),"Universal Fit Survival 550 Paracord Belt with Stainless Steel Buckle, 52 inch",Green,ASR-PARACORDBELT-GREEN,810131727451,,ASRO-PB,810131727451,00810131727451,0810131727451,universal-fit-black-survival-550-paracord-belt-with-stainless-steel-buckle-52-inch,10016120537388,51582204051756
4-ok (has GTIN),"Waterproof Emergency Rain Poncho Lightweight Camping & Hiking Rain Protection (Clear, 1pk)",Default Title,SON-AOCEP-MED-CLR,810058489289,1PKCLP,1PKCLP,810058489289,00810058489289,0810058489289,waterproof-emergency-rain-poncho-lightweight-camping-hiking-rain-protection-clear-1pk,10251991187756,52745455010092
4-ok (has GTIN),Waterproof Notebook with Pencil,Default Title,SON-WATERPROOF-NOTEBOOK-IR-TT,810058489807,,ASROMWTRPFNB1,810058489807,00810058489807,0810058489807,waterproof-notebook-with-pencil,9516197249324,49369225462060
4-ok (has GTIN),Waterproof Pocket Notebook All Weather Field Notes Journal (50 Sheets with Pencil),Default Title,SON-WATERPROOF-NOTEBOOK,060886992677,,F6KN2115,060886992677,00060886992677,0060886992677,waterproof-adventure-writing-journal-smudgeproof-personal-notebook,10251979817260,52744996651308
4-ok (has GTIN),Weather Resistant Nylon Rock Hounding Equipment Tool Bag with Shoulder Strap (18 x 8.5 x 11 inches),Default Title,ASR-RECTANGLE-TOOLBAG-AB77,810131726225,,NYLCOTB13,810131726225,00810131726225,0810131726225,weather-resistant-nylon-rock-hounding-equipment-tool-bag-with-shoulder-strap-18-x-8-5-x-11-inches,10246630015276,52713319858476
4-ok (has GTIN),Wild Icons Collector Fixed Blade Hunting Knife Series with Animal Head and Sheath (4 Styles),Deer,NPT-DEERKNIFE-BLACK-2,060886491460,,ASROBLKDEER,060886491460,00060886491460,0060886491460,wildlife-knife-collection-animal-head-fixed-blade-hunting-knife,10099832357164,52031775473964
4-ok (has GTIN),Wild Icons Collector Fixed Blade Hunting Knife Series with Animal Head and Sheath (4 Styles),Eagle,NPT-EAGLEKNIFE-BLACK-2,060886910794,,ASROBLKEAG,060886910794,00060886910794,0060886910794,wildlife-knife-collection-animal-head-fixed-blade-hunting-knife,10099832357164,52031775506732
4-ok (has GTIN),Wild Icons Collector Fixed Blade Hunting Knife Series with Animal Head and Sheath (4 Styles),Howling Bear,NPT-BEARKNIFE-BLACK-2,060886608400,,ASROBLKBEARD,060886608400,00060886608400,0060886608400,wildlife-knife-collection-animal-head-fixed-blade-hunting-knife,10099832357164,52031775441196
4-ok (has GTIN),Wild Icons Collector Fixed Blade Hunting Knife Series with Animal Head and Sheath (4 Styles),Howling Wolf,NPT-WOLFKNIFE-BLACK-2,810058485625,,NWT-WWF,810058485625,00810058485625,0810058485625,wildlife-knife-collection-animal-head-fixed-blade-hunting-knife,10099832357164,52031775539500
4-ok (has GTIN),"Wildlife Collectors Hunting Knife with Decorative Scabbard, Sleeve and Animal Head (15 Styles)",American Flag Eagle,NPT-HUNTKNF-AMEAG-AOVAR,810058487285,,American Flag Eagle,810058487285,00810058487285,0810058487285,13-inch-wildlife-collectors-hunting-knife-with-decorative-scabbard-sleeve-and-animal-head-many-styles,10099746996524,52031488721196
4-ok (has GTIN),"Wildlife Collectors Hunting Knife with Decorative Scabbard, Sleeve and Animal Head (15 Styles)",American Flag Eagle - White,NPT-135CKWAEFSAH-135,169879814658,,aNNEK-29,169879814658,00169879814658,0169879814658,13-inch-wildlife-collectors-hunting-knife-with-decorative-scabbard-sleeve-and-animal-head-many-styles,10099746996524,52031488983340
4-ok (has GTIN),"Wildlife Collectors Hunting Knife with Decorative Scabbard, Sleeve and Animal Head (15 Styles)",American Flag Howling Wolf,NPT-HUNTKNF-AMWOLFHOW-AOVAR,810058480644,,American Flag Wolf Howling,810058480644,00810058480644,0810058480644,13-inch-wildlife-collectors-hunting-knife-with-decorative-scabbard-sleeve-and-animal-head-many-styles,10099746996524,52031488786732
4-ok (has GTIN),"Wildlife Collectors Hunting Knife with Decorative Scabbard, Sleeve and Animal Head (15 Styles)",American Flag Liberty Eagle,NPT-HUNTKNF-LIBEAG-AOVAR,810058484185,,American Flag Liberty Eagle,810058484185,00810058484185,0810058484185,13-inch-wildlife-collectors-hunting-knife-with-decorative-scabbard-sleeve-and-animal-head-many-styles,10099746996524,52031488819500
4-ok (has GTIN),"Wildlife Collectors Hunting Knife with Decorative Scabbard, Sleeve and Animal Head (15 Styles)",American Flag Proud Eagle,NPT-HUNTKNF-PRDEAG-AOVAR,810058480064,,American Flag Proud Eagle,810058480064,00810058480064,0810058480064,13-inch-wildlife-collectors-hunting-knife-with-decorative-scabbard-sleeve-and-animal-head-many-styles,10099746996524,52031488753964
4-ok (has GTIN),"Wildlife Collectors Hunting Knife with Decorative Scabbard, Sleeve and Animal Head (15 Styles)",American Flag Wolf Pack,NPT-FWEDBKWS-2PC-SML-RD,882241876572,,Wolf-USA,882241876572,00882241876572,0882241876572,13-inch-wildlife-collectors-hunting-knife-with-decorative-scabbard-sleeve-and-animal-head-many-styles,10099746996524,52031489048876
4-ok (has GTIN),"Wildlife Collectors Hunting Knife with Decorative Scabbard, Sleeve and Animal Head (15 Styles)",Black Eagle,NPT-BEEDBK-2PC,643692374853,,93753-77,643692374853,00643692374853,0643692374853,13-inch-wildlife-collectors-hunting-knife-with-decorative-scabbard-sleeve-and-animal-head-many-styles,10099746996524,52031488852268
4-ok (has GTIN),"Wildlife Collectors Hunting Knife with Decorative Scabbard, Sleeve and Animal Head (15 Styles)",Black Wolf,NPT-CDKWED7IBWS-2PC-LG-BLCK,060886922551,,H-4851-W2-1,060886922551,00060886922551,0060886922551,13-inch-wildlife-collectors-hunting-knife-with-decorative-scabbard-sleeve-and-animal-head-many-styles,10099746996524,52031488885036
4-ok (has GTIN),"Wildlife Collectors Hunting Knife with Decorative Scabbard, Sleeve and Animal Head (15 Styles)",Classic Eagle,NPT-135CKWESAH-135-WHT,754535801402,,H-4852-EG,754535801402,00754535801402,0754535801402,13-inch-wildlife-collectors-hunting-knife-with-decorative-scabbard-sleeve-and-animal-head-many-styles,10099746996524,52031488917804
4-ok (has GTIN),"Wildlife Collectors Hunting Knife with Decorative Scabbard, Sleeve and Animal Head (15 Styles)",Deer,NPT-135CKWDSAH-135-2,862007718490,,H-4852-DR-2-175,862007718490,00862007718490,0862007718490,13-inch-wildlife-collectors-hunting-knife-with-decorative-scabbard-sleeve-and-animal-head-many-styles,10099746996524,52031585681708
4-ok (has GTIN),"Wildlife Collectors Hunting Knife with Decorative Scabbard, Sleeve and Animal Head (15 Styles)",Dragon,NPT-135CKWDSAH-135-WSH,766359507866,,H-4852-DG-1,766359507866,00766359507866,0766359507866,13-inch-wildlife-collectors-hunting-knife-with-decorative-scabbard-sleeve-and-animal-head-many-styles,10099746996524,52031489081644
4-ok (has GTIN),"Wildlife Collectors Hunting Knife with Decorative Scabbard, Sleeve and Animal Head (15 Styles)",Horse,NPT-135CKWHSAH-135-WHT,021563760156,,H-4852-HS-2,021563760156,00021563760156,0021563760156,13-inch-wildlife-collectors-hunting-knife-with-decorative-scabbard-sleeve-and-animal-head-many-styles,10099746996524,52031488688428
4-ok (has GTIN),"Wildlife Collectors Hunting Knife with Decorative Scabbard, Sleeve and Animal Head (15 Styles)",White Eagle,NPT-WEEDBKWS-2PC-SML-WHT,692315357858,,H-4850-E2-868,692315357858,00692315357858,0692315357858,13-inch-wildlife-collectors-hunting-knife-with-decorative-scabbard-sleeve-and-animal-head-many-styles,10099746996524,52031488950572
4-ok (has GTIN),"Wildlife Collectors Hunting Knife with Decorative Scabbard, Sleeve and Animal Head (15 Styles)",White Wolf,NPT-135CKWWSAH-135-WHT,060886729037,,H-4852-WF-2,060886729037,00060886729037,0060886729037,13-inch-wildlife-collectors-hunting-knife-with-decorative-scabbard-sleeve-and-animal-head-many-styles,10099746996524,52031489016108
