"sku","parent.sku","name","brand_ebay","color","country_of_origin","type","model","features_ebay","theme","pattern","shape","prop65_warn_type","suitable_for","warranty","department_ebay","material","height","length","package_includes","number_of_pieces","weight","width","mpn","mpn_ebay"
"MCN-ZIPPER-LUBE-91120","","GEAR AID Zipper Lubricant Wax for Tents, Drysuits, Soft Coolers and more, includes 2 sticks","Gear Aid","Standard","United States","","mmezt1874-804","","","","","","","","","Special Blend","1","6.5","(1) 1/2oz Tube of Zip Tech","","0.1","4.5","91120",""
"NPT-10INDAMASKNF-PAERENT","","ASR Outdoor 10 Inch Full Tang Hunting Knife Wooden Handle Damascus Etched Design","","","China","","","","","","","","","","","Steel","0.5","10","","","0.56","1.5","",""
"NPT-11INHUNTINGKNIFE-BK","","ASR Outdoor Full Tang Hunting Knife ABS Handle Fixed Blade Matte Black Design","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","3CR13 Steel","1.5","12","(1) ASR Outdoor 11"" Hunting Knife
(1) Nylon Sheath","","0.52","2.75","ASRO11INHKBK",""
"NPT-11INHUNTINGKNIFE-GA","","ASR Outdoor Full Tang Hunting Knife ABS Handle Fixed Blade Space Galaxy Design","ASR Outdoor","Galaxy","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","3CR13 Steel","1.5","12","(1) ASR Outdoor 11"" Hunting Knife
(1) Nylon Sheath","","0.52","2.75","ASRO11INHKGA",""
"NPT-11INHUNTINGKNIFE-RW","","ASR Outdoor Full Tang Hunting Knife ABS Handle Fixed Blade Rainbow Design","ASR Outdoor","Rainbow","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","3CR13 Steel","1.5","12","(1) ASR Outdoor 11"" Hunting Knife
(1) Nylon Sheath","","0.52","2.75","ASRO11INHKRW",""
"NPT-65THROWINGKNIVES-EAG","","ASR Outdoor Ninja Throwing Knives American Flag Bald Eagle Design 6.5 Inch","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","3CR13 Steel","0.5","6.5","(3) ASR Outdoor Throwing Knives(1) Nylon Sheath","","0.4","2","ASRO65TKEAG",""
"NPT-8INPOCKETKNIFE-EAG","NPT-8INPOCKETKNIFE-PARENT","ASR Outdoor Back Lock Folding American Eagle Pocket Knife Collectible Gift, 8 inch","","Eagle","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","Steel","1","8","(1) ASR Outdoor Pocket Knife(1) Display Box","","0.26","1","ASROPKEAG8IN",""
"NPT-8INPOCKETKNIFE-WLF","NPT-8INPOCKETKNIFE-PARENT","ASR Outdoor Lockback Folding Wolf Pocket Knife Collectible Gift, 8 inch","ASR Outdoor","Wolf","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","Steel","1","8","(1) ASR Outdoor Pocket Knife(1) Display Box","","0.26","1","ASROPKWLF8IN",""
"NPT-ANIMALHANDLEDAGGER-PARENT-2","","ASR Outdoor 13.5 Inch Collectors Hunting Knife Decorative Scabbard and Handle","ASR Outdoor","","China","","","","","","","","","","","","1.2","14","","","0.7","2.25","68600",""
"NPT-BEARKNIFE-BLACK","","ASR Outdoor Collectible Dagger Bowie Knife Etched Bear Sheath Ergonomic Handle","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","None","","440 Stainless Steel","1","12.5","(1) ASR Outdoor Bowie Style Wildlife Collector's Knife - Howling Bear","","0.7","2","ASROBLKBEARD",""
"NPT-BLKKNIFE-HWT258RW","","ASR Tactical Full Tang Clip Point Blade Slim Kydex Sheath Hook Handle - Rainbow","","Rainbow","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Stainless Steel","0.5","8.25","(1) ASR Tactical Knife with Sheath","","0.25","2","HWT258BK",""
"NPT-BLKTHROWKNIVES-3PC-A1030-3-B","","ASR Tactical Black Stainless Steel Throwing Knife Set with Nylon Sheath 3 Pieces","ASR Tactical","Black","China","Throwing Knife","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Stainless Steel","0.25","6","(3) Throwing Knives(1) Nylon Sheath","","0.18","1.5","BLKTK3PC1",""
"NPT-CHRKNIFE-HWT257CH","","ASR Tactical 8.25"" Spear Point Full Tang Hunting Knife, Chrome","","Chrome","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Stainless Steel","0.5","8.25","(1) ASR Tactical Knife with Sheath","","0.25","2","HWT257CH",""
"NPT-CHRKNIFE-HWT258CH","","ASR Tactical Full Tang Clip Point Blade Slim Kydex Sheath Hook Handle - Chrome","","Chrome","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Stainless Steel","0.5","8.25","(1) ASR Tactical Knife with Sheath","","0.25","2","HWT258CH",""
"NPT-CHRKNIFE-HWT270CH","","ASR Tactical Double Edge Full Tang Spear Point Blade Dagger with Sheath - Chrome","","Chrome","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Stainless Steel","0.5","8.25","(1) ASR Tactical Knife with Sheath","","0.45","2","HWT270CH",""
"NPT-DEERKNIFE-BLACK","","ASR Outdoor Collectible Dagger Bowie Knife Etched Deer Sheath Ergonomic Handle","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","None","","440 Stainless Steel","1","12.5","(1) ASR Outdoor Bowie Style Wildlife Collector's Knife - Deer","","0.7","2","ASROBLKDEER",""
"NPT-EAGLEKNIFE-BLACK","","ASR Outdoor Collectible Dagger Bowie Knife Etched Eagle Sheath Ergonomic Handle","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","None","","440 Stainless Steel","1","12.5","(1) ASR Outdoor Bowie Style Wildlife Collector's Knife - Eagle","","0.7","2","ASROBLKEAG",""
"NPT-FANFC-2PC-45X1-BLCK","","Fully Adjustable Ninja Shoe Attachment Claws","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Metal","1.5","5","*(2) Ninja Foot Claws","","1.1","4","NFC",""
"NPT-FLGKNIFE-HWT258A","","ASR Tactical Full Tang Clip Point Blade Slim Kydex Sheath Hook Handle - Flag","","Flag","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Stainless Steel","0.5","8.25","(1) ASR Tactical Knife with Sheath","","0.25","2","HWT258A",""
"NPT-HUNTKNF-AMEAG-PARENT","","ASR Outdoor American Flag Fixed Blade Hunting Knife Patriotic Gift (3 Styles)","","","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","","1","14","(1) ASR Outdoor Fixed Blade Hunting Knife","","0.6","3","",""
"NPT-PARACORDBELT-PARENT","","ASR Outdoor Survival EDC 550 Paracord Belt with Stainless Steel Buckle","ASR Outdoor","","China","","BELTCORD-489","","","","","","","","Men","","5","6","","","0.5","5","BELTCORD-489",""
"PARANECK-KNIFE-NEONGREEN","PARANECK-KNIFE-PARENT","ASR Tactical 6"" Survival Knife with Sheath 550 Paracord Wrapped Handle Full Tang Drop Point Fixed Blade, Green","ASR Tactical","Green","","","NCK4-93","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","","1","7","(1) Paracord Wrapped Neck Knife
(1) Quick Release Sheath","","0.25","2","NCK4-93",""
"PF-POSTER-MUSCLEDIA-MALE-LAM","PF-POSTER-MUSCLEDIA-PARENT","Productive Fitness Exercise Poster Series - Muscle Diagrams (Male & Female)","Productive Fitness","Blue","Canada","","PFPM-1","","","","rectangle","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","","2","24","(1) Muscle Diagram Poster","","0.2","2","3687669",""
"PLC-PARACORD-BELT-PARENT","","ParaLace EDC Survival 550 Paracord Belt with Stainless Steel Buckle, 52 inch (Universal Fit, 3 colors)","ASR Outdoor","","China","Belt","BELTCORD-489","","","","","","","","Men","Paracord","5","6","","","0.5","5","PARACORDBELT","PLCPCB"
"SHM-60FTRDKSC-60FT-BL","","60ft Rapid Deployment Portable Kevlar Survival Trip Cord 200lb Breaking Strength","ASR Outdoor","Blue","United States","","RDKC","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Kevlar","0.5","2.5","(1) 60ft Kevlar Cord","1","0.04","2.5","RDKC",""
"SHM-ATNMCRB-SML-BLCK1","","ASR Tactical Non-Metallic Covert Zirconia Ceramic Razor Blade (Wear-Resistant Non-Dulling)","ASR Tactical","Black","United States","Survival Kit","ASRT-CRB-890","Lightweight","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","Backpacking","","","Ceramic","0.1","1.25","(1) Ceramic Razor Blade(1) Natural Kevlar Thread - 3 Feet","","0.08","0.4","ASRT-CRB-890",""
"SHM-ATNMCRB-SML-BLCK-2PK","SHM-CRB-PARENT","ASR Tactical 2 Pack Non-Metallic Ceramic Razor Blade (Wear-Resistant Non-Dulling)","","Black","USA","","ASRT-CRB-2PK","Lightweight","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","Backpacking","","","Ceramic","0.1","1.25","(2) Ceramic Razor Blade","","0.08","0.4","ASRT-CRB-2PK",""
"SHM-CFRTBATNM-SML-BLCK-STD","","ASR Tactical Folding Ceramic Razor Blade, Micro EDC Escape Knife Survival Tool","ASR Tactical","Black","United States","Survival Kit","CFRK","Lightweight","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","Hiking","","","Ceramic","1","2","(1) Ceramic Folding Razor Knife","1","0.08","3","CFRK","11426"
"SHM-DS85IX55IDNPLJ-BL-Prez-Paper","","Disappearing Presidential Paper Dissolving Message Memo Pad","IGE Innovative Internet Products","Blue","United States","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Paper","0.5","8.5","(1) Disappearing Presidential Paper","1","0.2","5.5","SPYPAP-1",""
"SHM-KEVTRIPLINE-85FT","","ASR Tactical Kevlar Trip Wire on Rapid Deployment Spool, 85 Feet","ASR Tactical","Black","United States","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Kevlar","0.5","1.75","(1) ASR Tactical Kevlar Trip Line","","0.02","1.75","ASRTKTL85FT",""
"SHM-KIDFUN-NOTEBOOK","SHM-SPYPAPERPAD-PARENT-2","32 Sheet Disappearing Note Pad Dissolving Message Notebook Paper - Spy Journal","KidFun Products","Spy Journal","United States","","IGESP-1-551","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Paper","0.5","8.5","*(1) Disappearing Spy Paper 5? inch x 8? inch","","0.2","5.5","FEWJFE-3-404",""
"SHM-KIDFUN-REFLECTIONPAPER","SHM-SPYPAPERPAD-PARENT-2","32 Sheet Disappearing Notebook Dissolving Message Note Pad - Reflection Paper","KidFun Products","Reflection Paper","United States","","IGESP-1-797","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Paper","0.5","8.5","*(1) Disappearing Spy Paper 5? inch x 8? inch","","0.2","5.5","FWERRF-4040",""
"SHM-PRISONPENSMULTI-PARENT","","Bendable Mental Health Non-Lethal Flexible Ball Point Pen (Multi-Packs)","ASR Tactical","","United States","","46144-470","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Rubber","4","12","","","1","8","46144-470",""
