category_id,category_name,upc_essential
184114,Air Control Valves,YES
184115,Air Pilot Valves,YES
184116,Backflow Preventers,YES
184117,Ball Valves,YES
184118,Butterfly Valves,YES
184119,Cartridge Valves,YES
184120,Check & Foot Valves,YES
184121,Diaphragm Valves,YES
184123,Selector Valves,YES
184125,Spool Valves,YES
184126,Stack Valves,YES
184127,Valve Subplates,YES
184128,Float Valves,YES
184129,Flow Dividers,YES
184130,Flush Valves,YES
184131,Gate Valves,YES
184132,Globe Valves,YES
184133,Mixing Valves,YES
184134,Needle Valves,YES
184136,Quick Exhaust Valves,YES
184137,Relief Valves,YES
184138,Sequence Valves,YES
184139,Shuttle Valves,YES
184140,Stop Valves,YES
184141,Vacuum Breakers,YES
184142,Water Pressure Reducing Valves,YES
184144,Hydraulic Manifolds,YES
184145,Pneumatic Manifolds & Bases,YES
184147,Radiant Heat & PEX Manifolds,YES
184148,Other Valves & Manifolds,YES
257891,Plug Valves,YES
257890,Hydraulic & Pneumatic Motors,YES
97126,Other Heavy Equipment Parts & Accessories,YES
160934,Antique & Vintage Equipment Parts,YES
257888,Heavy Equipment Manuals & Books,YES
259059,Adapters,YES
259060,Air Conditioning & Heating,YES
259064,Belts,YES
259065,Brakes & Brake Parts,YES
259069,"Cab Enclosures, Enclosure Parts & Glass Panels",YES
259072,"Doors, Door Glass & Accessories",YES
259073,"Transmission, Drivetrain & Axles",YES
259081,Hydraulics,YES
259086,Electronics,YES
259087,Exhausts,YES
259088,Complete Engines & Engine Parts,YES
259089,Engine Cooling Systems,YES
259091,"Fenders, Mudguards & Hoods",YES
259093,Air Intake & Fuel Delivery,YES
259094,Filters,YES
259095,Gaskets,YES
259096,Gauges,YES
259097,Gearboxes,YES
259099,Grilles & Grille Inserts,YES
259100,Hardware Parts,YES
259655,Ignition Systems,YES
259656,Joystick Controllers & Controller Boxes,YES
259658,"Lights, Reflectors & Accessories",YES
259660,Mirrors,YES
259662,Power Take Off Parts,YES
259663,Power Units,YES
259667,Seals & O-Rings,YES
259669,"Seats, Components, Cushions & Covers",YES
259670,Sensors,YES
259674,Steering & Power Steering,YES
259681,Trailer Axles,YES
259687,Valves,YES
259690,"Pistons, Rings, Rods & Piston Racks",YES
259677,Tires,YES
259678,Tire Accessories,YES
259683,Tracks,YES
259688,Wheels & Rims,YES
259068,Cameras,YES
259070,Decals & Emblems,YES
259092,Floor Liners & Mats,YES
259101,Heavy Equipment Paint,YES
259657,"Keys, Locks & Hardware",YES
259664,Radios & Accessories,YES
259665,Ramps,YES
259672,Stabilizer Jacks,YES
259673,Steel Tarps,YES
259680,Tractor Canopies & Umbrellas,YES
259682,Trailer Ladder Racks,YES
259684,Fluids & Dipsticks,YES
259689,Windshield Wiper Arms & Blades,YES
259062,Bale Spears & Bushings,YES
259066,"Cutting Edges, Box Blade Parts & Shanks",YES
259067,"Bucket Teeth, Linkage Parts, Pins & Bushings",YES
259098,Grain Drill & Planter Parts,YES
259659,"Auger Bits, Drives & Accessories",YES
259661,"Moldboards, Plowshares, Screed Plates & Discs",YES
259666,Rotary Mower Parts,YES
259671,Sprayer Parts,YES
259675,"Three Point Hitch Parts, Hitches & Drawbars",YES
259676,Tines,YES
259686,Snowplow Parts,YES
259063,"Batteries, Battery Boxes & Chargers",YES
259085,Electrical Systems,YES
25253,Cranes,YES
41492,Compactors & Asphalt Rollers,YES
58161,Wheel Loaders,YES
58178,Utility Vehicles,YES
61568,Motor Graders,YES
63924,"Wood Chippers, Stump Grinders & Mulchers",YES
73094,Combines & Harvesters,YES
73120,Directional Drills,YES
73121,Asphalt & Concrete Pavers,YES
91953,Tractors,YES
92152,Mining Equipment,YES
95493,Backhoe Loaders,YES
95494,Skid Steer Loaders,YES
95495,Trailers,YES
97121,Crawler Dozers & Loaders,YES
97122,Excavators,YES
97123,Scissor & Boom Lifts,YES
97125,Trenchers,YES
97185,Forklifts & Telehandlers,YES
177642,Antique & Vintage Farm Equipment,YES
177643,Other Heavy Equipment,YES
259041,Forwarders & Skidders,YES
259042,Snow Equipment,YES
11752,Other Heavy Equipment Attachments,YES
26187,Grain Equipment,YES
26189,Irrigation Equipment,YES
26190,Material Handling Equipment,YES
41488,Forks & Fork Extensions,YES
46570,Antique & Vintage Implements,YES
50908,Buckets,YES
66876,Blades & Box Blades,YES
66879,Balers,YES
66880,"Mowers, Mower Decks & Mower Conditioners",YES
66881,Hay Rakes,YES
66883,Planters,YES
66884,Seeders & Spreaders,YES
66886,Cultivators,YES
66887,Harrows,YES
66888,Plows,YES
66889,Tillers & Trenchers,YES
66926,Backhoe Attachments,YES
66927,Augers,YES
91954,Harvesting Equipment,YES
106365,Manure Spreaders,YES
109296,Post Hole Diggers,YES
119096,Hitches,YES
159682,Bale Spears,YES
159683,Snow Blowers & Snowplows,YES
159684,Sprayers,YES
259043,Booms,YES
259044,Brooms & Sweepers,YES
259045,Chippers,YES
259046,Compactors,YES
259047,Couplers,YES
259048,Grapples,YES
259049,Hay Tedders,YES
259050,Mount Plates,YES
259051,Rakes,YES
259052,Rippers,YES
259053,Thumbs,YES
259054,Dump Hoppers,YES
905,Other Stamping & Embossing,YES
3123,Paper & Envelopes,YES
11795,Ink & Pads,YES
16506,Kits,YES
16507,Tools & Equipment,YES
31740,Stamps,YES
41267,Stamp Collections & Mixed Lots,YES
84008,Embossing Powders,YES
116689,Idea Books & Instructions,NO
134783,Stamp Handles & Mounts,YES
16508,Other Art Supplies,YES
10900,Paint by Numbers Kits,YES
11785,Other Painting Supplies,YES
41204,Easels,YES
57209,Artists Brushes,YES
111830,Encaustic Painting,YES
125227,Canvas Rolls,YES
125228,Canvas Stretcher Bars & Frames,YES
125229,Stretched Canvas & Boards,YES
183092,Airbrush Paints,YES
183093,Airbrush Parts,YES
183094,Spray Booths,YES
183095,Systems & Sets,YES
183096,Paint Mediums & Varnishes,YES
183097,Primers & Sealers,YES
54919,Palette Knives,YES
54922,Painting Supplies Storage,YES
83931,Palettes,YES
183099,Color Wheels,YES
183100,Painting Stencils,YES
183101,Other Painting Accessories,YES
28112,Oil Paint,YES
28113,Watercolor Paint,YES
31401,Acrylic Paint,YES
134558,Gouache,YES
183103,Tempera,YES
183104,Spray Paint,YES
183105,Mixed Media Paint Sets,YES
160640,Instruction Books & Media,YES
183080,Collage Supplies,YES
11784,Other Drawing Supplies,YES
28107,Art Pastels,YES
28108,Art Pencils & Charcoal,YES
28109,Art Pens & Markers,YES
41203,Calligraphy Sets,YES
57208,Art Paper,YES
183082,Drawing & Calligraphy Inks,YES
183083,Drawing Boards & Tables,YES
93606,Drawing Supplies Storage,YES
183085,Artists' Mannequins,YES
183086,Art Projectors & Light Boxes,YES
183087,Blending Stumps & Tortillons,YES
183088,Stationery,YES
183089,Other Drawing Accessories,YES
183090,Fixatives,YES
183107,Printmaking Inks,YES
183109,Linoleum,YES
183110,Linoleum Cutters,YES
183111,Block Printing Brayers,YES
183112,Block Printing Sets & Kits,YES
183114,Screen Printing Frames,YES
183115,Screen Printing Squeegees,YES
183116,Screen Printing Sets & Kits,YES
183117,Other Printmaking,YES
11789,Scrapbooking & Card Kits,YES
11793,Paper Punches,YES
83986,Scissors & Paper Edgers,YES
103484,Other Scrapbooking Tools,YES
183234,Cutting Templates,YES
183235,Paper Trimmers,YES
183236,Punch & Score Boards,YES
103481,Digital Scrapbooking,YES
31733,Mini Bows,YES
34002,Scrapbooking Stickers,YES
83990,Decorative Brads,YES
146545,Other Scrapbook Embellishments,YES
160732,Flattened Bottle Caps,YES
160733,Chipboard Accents,YES
160734,Flower Embellishments,YES
160736,Mixed Lots,YES
183237,Die Cut Shapes & Punchies,YES
183238,Rub-On Transfers,YES
146401,Scrapbooking Totes,YES
122691,Dimensional Adhesives,YES
183245,Photo Mounting Corners,YES
183246,Tape Runners & Refills,YES
183247,Washi Tape,YES
33875,Albums & Refills,YES
103480,Album Corner Protectors,YES
183250,Photo Pocket & Page Protectors,YES
183493,Album Extension Posts,YES
31737,Vellum,YES
75573,Other Scrapbooking Supplies,YES
103482,Instruction Books & Media,YES
122662,Cardstock,YES
146403,Pre-Made Pages & Pieces,YES
84009,Embossing Stencils & Folders,YES
112541,Die Cutting Cartridges,YES
113344,Die Cut & Embossing Machines,YES
166722,Die Cutting Vinyl,YES
183240,Machine Parts & Accessories,YES
183241,Other Die Cutting & Embossing,YES
134594,Card Making,YES
134595,Quilling,YES
134596,Origami,YES
183243,Other Paper Crafts,YES
11790,Craft Markers & Pens,YES
75564,Other Multi-Purpose Crafting,YES
146399,Photo Organizers,YES
146400,Craft Carts,YES
146402,Craft & Paper Racks,YES
183186,Plastic Satchel Organizers,YES
183187,Other Craft Storage,YES
183188,Craft Totes,YES
3120,Craft Shells,YES
8434,Foam Sheets,YES
11794,Stickers,YES
28137,Eyelets,YES
31732,Buttons,YES
41199,Feathers,YES
41200,Styrofoam Forms,YES
41201,Gourds,YES
54829,Gold & Metal Leafing Sheets,YES
71177,Wine Corks,YES
71178,Wooden Pieces,YES
71224,Ribbon,YES
83888,"Raffia, Wire & Cord",YES
103479,Pine Cones,YES
111800,Felt Sheets,YES
111834,Rhinestones,YES
116639,Blown Eggs,YES
116640,Craft Bells,YES
117400,Tin & Metal Pieces,YES
122689,Glitter,YES
160705,Other Craft Pieces,YES
162078,Resin Craft Molds & Supplies,YES
183162,Bottle Caps,YES
183163,Chipboard Sheets,YES
183164,Clothespins,YES
183165,Flatback Charms & Cabachons,YES
183166,Flower Embellishments,YES
183167,Pipe Cleaners,YES
183168,Pom Poms,YES
183169,Sequins,YES
183170,Wiggle Eyes,YES
184567,Papier Mâché Pieces,YES
122694,Craft Tape,YES
161586,Glues & Pastes,YES
183123,Mounting Tape,YES
183124,Glue Guns & Sticks,YES
183125,Other Adhesives & Tape,YES
184494,Magnetic Strips,YES
71176,Badge/ Button Makers,YES
122718,Craft Tweezers,YES
134628,Eyelet Setters,YES
183172,Bone Folders,YES
83982,Craft Knives & Blades,YES
83987,Sets,YES
183174,Cutters & Trimmers,YES
183175,Cutting Mats,YES
183176,Paper Punches,YES
183177,Scissors & Paper Edgers,YES
183178,Other Cutting Tools,YES
183179,Other Crafting Tools,YES
84000,Mixed Lots,YES
183181,Construction Paper,YES
183182,Decoupage Tissue Paper,YES
183183,Metallic & Foiled Paper,YES
183184,Other Crafting Paper,YES
183185,Stencils & Templates,YES
83938,Leather Hides & Fur Pelts,YES
146334,Other Leathercraft Supplies,YES
48296,Conchos,YES
71187,Leather Lacing & Cords,YES
71188,"Studs, Rivets & Tacks",YES
113341,Rings,YES
134571,Buckles,YES
160670,Other Leathercraft Accessories,YES
28133,Other Leather Tools,YES
183129,Bonding Tools & Glue,YES
183130,Carving Tools & Stamps,YES
183131,Edge Slickers/Groovers,YES
183132,Grommet Tools/Setters,YES
183133,Hammer & Mallets,YES
183134,Hollow Punching Tools,YES
183135,Lacing Needles,YES
183136,Leather Cutting Tools,YES
183137,Leather Measuring Tools,YES
183138,Leather Threads,YES
183139,Sewing Awls,YES
183140,Stitching Horses,YES
183142,Conditioners & Treatments,YES
183143,Daubers/Applicators,YES
183144,Leather Paints & Finishes,YES
183145,Polishing & Creasing Tools,YES
183146,Sets & Kits,YES
183147,Other Leather Treatments,YES
183148,Patterns & Instructional Media,YES
28162,Fabric,YES
31726,Other Beads & Jewelry Making,YES
83891,Charms & Pendants,YES
83893,Bead Storage & Jewelry Display,YES
101436,Cabochons,YES
146290,Beads,YES
146301,Spacer Beads & Stoppers,YES
150047,Jewelry Connectors & Bails,YES
150048,Pin Backs & Brooch Components,YES
150049,Jewelry Clasps & Hooks,YES
150050,Cufflink Blanks,YES
150051,Earring Findings,YES
150052,Jewelry Crimps & Cord Ends,YES
150054,Eye Pins & Head Pins,YES
150055,Jump Rings & Split Rings,YES
150056,Necklace Bases,YES
150058,Ring Blanks & Ring Bases,YES
150061,Hair Accessory Findings,YES
150069,Jewelry Making Chains,YES
150085,Other Craft Jewelry Findings,YES
160678,Bead Caps,YES
183691,Bracelet Bases,YES
150059,Jewelry Making Cord & Wire,YES
134290,"Beading Boards, Mats & Trays",YES
134765,Jewelry Pliers & Shears,YES
150057,Beading Needles,YES
162089,Jewelry Making Tool Sets,YES
183692,Beading Looms,YES
183693,Jewelry Hammers,YES
183694,Jewelry Knotting Tools,YES
183695,Jewelry Loupes & Magnifiers,YES
183696,Jewelry Punches & Stamps,YES
183697,Ring Sizers & Stretchers,YES
183698,Jewelry Saws & Blades,YES
183699,Jewelry Making Tweezers,YES
162091,Beading Kits,YES
162096,Jewelry Making Kits,YES
162095,Instruction Books & Media,YES
31742,All-Purpose Craft Supplies,YES
45075,Needlecraft,YES
45076,Stamping & Stickers,YES
45077,Other Craft Wholesale Lots,YES
48753,Candle & Soap Making,YES
48754,Fabric Embellishment,YES
48755,Floral Supplies,YES
48756,Scrapbooking,YES
146405,Bead Art,YES
160750,Fabric,YES
168077,Ribbons & Bows,YES
168078,"Thread, Floss",YES
57738,Other Handcrafted Pieces,YES
71186,Handpainted Items,YES
83889,Beaded Items,YES
83905,Dolls & Toys,YES
116649,Quilts,YES
146324,Greeting Cards & Gift Tags,YES
160651,Holiday,YES
83902,Pillows,YES
83904,Wall Hangings,YES
108866,Wood Items,YES
121831,Candles & Holders,YES
134306,Baskets,YES
160657,Other Handcrafted Home Accents,YES
168075,Table Décor,YES
71184,Other Needle Arts & Crafts,YES
83907,Hand Crocheted Doilies,YES
134449,Granny Squares,YES
157028,Latch Hooked Rugs,YES
157034,Hand Hooked Rugs,YES
158460,Hardanger,YES
160660,Dishcloths & Potholders,YES
160661,"Scarves, Hats & Accessories",YES
160662,Socks & Slippers,YES
160663,Tatting & Lace,YES
160664,Wool & Needlefelted Items,YES
160665,"Woven, Rag & Braided Rugs",YES
160666,Paper Crafts,YES
166721,Mosaic/Stained Glass/Glass Art,YES
75576,Other Crafts,YES
28145,Other Kids' Crafts,YES
116654,Foam & Felt Shapes,YES
116655,Craft Kits,YES
116657,Sand Art,YES
134567,Bead Kits,YES
134568,Craft Books,NO
134570,Stickers,YES
160716,Holiday,YES
116653,Crayons,YES
116656,Pens & Markers,YES
134569,Paint Sets,YES
160718,Other Kids' Drawing & Painting,YES
160673,Wood Turning Hand Tools,YES
160677,Wood Carving Hand Tools,YES
183149,Instruction Books & Media,YES
183150,Wood Burning Pens,YES
3129,Other Project Kits,YES
183152,Wood Burning Kits,YES
183153,Wood Carving Kits,YES
183154,Wood Turning Kits,YES
71235,Turning Blanks,YES
84011,Woodworking Lumber,YES
183156,Carving Roughouts,YES
183157,Carving Wood,YES
183158,Dowels,YES
183159,Inlay,YES
183160,Other Wood & Project Materials,YES
183161,Other Woodworking Supplies,YES
3097,Other Floral Craft Supplies,YES
16494,Artificial & Silk Flowers,YES
16496,Floral Craft Guides,NO
16498,"Floral Forms, Bases & Frames",YES
153974,Floral Wire,YES
16493,Dried Flowers,YES
134565,Dried Pods,YES
183676,Dried Fruits,YES
183677,Dried Greenery,YES
183678,Dried Seeds,YES
183679,Floral & Greening Pins,YES
183680,Floral Craft Tools,YES
183681,Floral Tape & Adhesives,YES
11786,Other Framing & Matting,YES
37574,Mat Cutting Tools & Supplies,YES
37575,Frames & Supplies,YES
37576,Framing Mats,YES
41369,Metalworking,YES
75575,Wall Décor & Tatouage,YES
113355,Upholstery Tools & Equipment,YES
3087,Other Basketry & Chair Caning,YES
183673,Basketry & Chair Caning Guides,YES
183682,Basketry & Chair Caning Kits,YES
183684,Basketry & Chair Caning Tools,YES
183685,Basketry Bases & Frames,YES
183686,"Basketry Handles, Hoops & Rims",YES
183687,Cane Webbing,YES
183688,"Cane, Reed & Weaving Materials",YES
183689,Chair Caning Pegs & Wedges,YES
183690,Chair Caning Spline,YES
160669,Other Home Arts & Crafts,YES
1364,Other Tole Painting Supplies,YES
28127,Patterns & Instructions,YES
28128,Ready to Paint Items,YES
41214,Stencils,YES
41215,Tole Decals & Transfers,YES
3089,Other Candle & Soap Supplies,YES
28115,Candle Embeds & Soap Embeds,YES
28116,Soap Molds,YES
28118,Soap Bases,YES
28120,Candle Wicks,YES
41205,Candle & Soap Making Kits,YES
41207,Candle Molds,YES
41268,Essential Oils & Fragrances,YES
41368,Jars & Containers,YES
48093,Candle & Soap Botanicals,YES
48094,Soap Butters & Carrier Oils,YES
83895,Bags & Packaging,YES
83896,Candle & Soap Making Chemicals,YES
134295,Candle Wax,YES
134300,Candle & Soap Dyes & Pigments,YES
146309,Candle & Soap Making Guides,NO
183674,Candle & Soap Making Tools,YES
183675,Candle & Soap Pouring Pots,YES
954,Other Crocheting & Knitting,YES
28140,Crochet Hooks,YES
41228,Patterns-Contemporary,YES
71215,Knitting Needles,YES
83906,Crochet Thread,YES
83927,Totes & Cases,YES
108867,Crochet Kits,YES
108868,Knitting Kits,YES
113343,Knitting Boards & Looms,YES
28146,Knitting Machines,YES
146375,Machine Knitting Patterns,YES
146376,Machine Parts & Needles,YES
146377,Other Machine Knitting,YES
146378,Machine Knitting Yarn,YES
150135,Patterns-Vintage,YES
160708,Notions & Tools,YES
28144,Hand Embroidery Floss & Thread,YES
71196,Embroidery Machines,YES
75567,Other Embroidery,YES
41385,Embroidery Ribbon,YES
160721,Hand Embroidery Hoops & Frames,YES
160722,Hand Embroidery Needles,YES
160723,Other Hand Embroidery Tools,YES
183189,Smocking Pleaters,YES
183190,Stitch Markers,YES
183191,Embroidery Scissors,YES
183192,Embroidery Thimbles,YES
183193,Hand Embroidery Bobbins,YES
41383,Design Cards & CDs,YES
41384,Hoops & Placement Tools,YES
41386,Stabilizers,YES
71197,Digitizing Software,YES
83920,Machine Bobbins & Thread,YES
134586,Embroidery Machine Needles,YES
146356,Embroidery Machine Patterns,YES
160725,Other Machine Embroidery,YES
183194,Embroidery Machine Parts,YES
19159,Plastic Canvas,YES
75566,Stamped Linens,YES
183196,Embroidery Cloth/Fabric,YES
3109,Needlepoint Kits,YES
28142,Other Hand Embroidery Kits,YES
34017,Cross Stitch Kits,YES
116610,Crewel Embroidery Kits,YES
158459,Hardanger Kits,YES
160719,Punch Needle Kits,YES
183198,Ribbon Embroidery Kits,YES
3108,Needlepoint Patterns,YES
28143,Other Patterns & Magazines,YES
34032,Cross Stitch Patterns,YES
183200,Crewel Patterns,YES
183201,Hardanger Patterns,YES
183202,Punch Needle Patterns,YES
183203,Ribbon Embroidery Patterns,YES
183204,Smocking Patterns,YES
71189,Finished Cross Stitch Pieces,YES
83946,Finished Needlepoint Pieces,YES
183221,Finished Crewel Pieces,YES
183222,Finished Hardanger Pieces,YES
183223,Finished Punch Needle Pieces,YES
183224,Finished Ribbon Embr Pieces,YES
183225,Other Embroidered Pieces,YES
28148,Latch Hooking Kits,YES
28150,Other Latch Hooking Supplies,YES
116677,Latch Hooking Patterns,YES
116678,Latch Hooking Tools & Supplies,YES
157030,Primitive Hooking Kits,YES
157031,Primitive Hooking Patterns,YES
157032,Primitive Hooking Tools,YES
157035,Other Hand Hooking Supplies,YES
160672,Other Rug Making Supplies,YES
160671,Other Rug Braiding,YES
183227,Rug Braiding Kits,YES
183228,Rug Braiding Patterns,YES
183229,Rug Braiding Supplies,YES
183230,Rug Braiding Tools,YES
36589,Yarn,YES
160715,Other Needlecraft Supplies,YES
28151,Other Macramé,YES
183208,Patterns & Instructional Media,YES
183700,Macramé Kits,YES
183701,Macramé Tools & Accs,YES
36601,Roving Wool & Fibers,YES
183210,Felt Appliques,YES
153915,Other Needle Felting,YES
183212,Felting Kits,YES
183213,Felting Mats,YES
183214,Felting Needles & Pens,YES
183215,Felting Patterns & Magazines,YES
183216,Needle Felting Machines,YES
183217,Needle Felting Molds,YES
3121,Other Spinning Supplies,YES
36602,Spindles,YES
134624,Spinning Wheels,YES
183219,Hand & Drum Carders,YES
57202,Tatting & Lacemaking Kits,YES
134590,Other Tatting & Lacemaking,YES
134591,Lacemaking Bobbins,YES
134592,Patterns & Instructional Media,YES
134784,Lacemaking Shuttles,YES
183232,Tatting Lace Appliques,YES
3125,Other Weaving Supplies,YES
57740,Weaving Books & Patterns,YES
57741,Weaving Looms,YES
3115,Other Sewing,YES
3118,Sewing Machines & Sergers,YES
28172,Sewing Thread,YES
28174,Sewing Patterns,YES
83965,Sewing Boxes & Storage,YES
28168,Other Sewing Machine Accs,YES
41243,Bobbins,YES
41245,Feet,YES
41246,Sewing Manuals & Instruction,YES
41247,Sewing Machine Needles,YES
41248,Machine Parts & Attachments,YES
3110,Other Quilting Supplies,YES
19160,Quilting Kits,YES
19161,Quilting Tools & Equipment,YES
83957,Quilt Patterns,YES
83959,Quilt Hangers & Stands,YES
116679,Quilt Batting,YES
116680,Quilt Templates & Stencils,YES
162081,Quilt Blocks & Tops,YES
7320,Buttons,YES
28173,Zippers,YES
180927,Hook & Loop Tape,YES
183254,Buckles & Straps,YES
183255,Button Covering Machines,YES
183256,Eyelets,YES
183257,Frogs,YES
183258,Grommets,YES
183259,Hooks & Eyes,YES
183260,Lock Ends/Cord Stoppers,YES
183261,Rings,YES
183262,Snaps,YES
183263,Suspender/Pacifier Clips,YES
183264,Toggles,YES
28171,Dressmaker's Scissors & Shears,YES
183266,Cutting Mats & Boards,YES
183267,Rotary Blades,YES
183268,Seam Rippers,YES
183269,Thread Snips,YES
71180,Sequins,YES
113337,Patches,YES
146318,Appliques,YES
180926,Trims,YES
180928,Hem Tape & Hot Fix Applicators,YES
183271,Clothing Labels,YES
183272,Tassels,YES
183273,Webbings,YES
146289,"Purse Handles, Frames & Feet",YES
183275,Bonings,YES
183276,Bra Cup Pads,YES
183277,Elastics,YES
183278,Hat Bodies,YES
183279,Hat Frames,YES
183280,Piping & Strings,YES
28170,Hand Sewing Needles,YES
183282,Needle Cases & Organizers,YES
183283,Needle Threaders,YES
183284,Point Turners,YES
183285,Thimbles,YES
134623,Pincushions,YES
183287,Dressmaker's Tracing Paper,YES
183288,Marking Pencils & Pens,YES
183289,Pins,YES
183290,Tailor's Chalks & Waxes,YES
183291,Tracing Wheels,YES
111935,Dress Forms/Tailor's Dummies,YES
183293,French & Hip Curves,YES
183294,L/Framing Squares,YES
183295,Measuring Tapes,YES
183296,Measuring Tool Kits,YES
183297,Seam/Sewing Gauges,YES
183298,Sewing Rulers,YES
183300,Mini Irons,YES
183301,Pressing Paper,YES
3099,Other Glass Art Supplies,YES
3101,Glass Art Tools,YES
4770,Stained Glass Supplies,YES
41372,Mosaic Tools,YES
71182,Kits & Patterns,YES
116642,Glass Blowing,YES
116643,Glass Cutters,YES
116644,Glass Grinding,YES
116645,Glass Paints,YES
116648,Soldering,YES
117401,Glass Kilns,YES
117402,Books & Videos,YES
162080,"Grout, Glue & Substrates",YES
163787,Mosaic Molds & Surfaces,YES
163788,Etching Supplies,YES
163789,Fusing Supplies,YES
41221,Beach Glass - Surf-Tumbled,YES
150134,Beach Glass - Machine-Tumbled,YES
160646,Glass & Mosaic Tiles,YES
31016,Patterns & Instructions,YES
31019,Silk Painting Supplies,YES
31730,Fabric Transfers,YES
134560,Fabric Paints & Markers,YES
183119,Fabric Cutting Machines,YES
183120,Fabric Dyes,YES
183121,Other Fabric Painting,YES
28124,Pottery Wheels,YES
48095,Ceramic Decals,YES
83898,Slip Casting Molds & Kits,YES
83899,Ready-to-Paint Pottery,YES
116495,Pottery Kilns,YES
116496,Pottery Tools & Sets,YES
134448,Books & Magazines,YES
183304,Ceramic & Porcelain Paints,YES
183305,Ceramic Clays,YES
183306,Ceramic Glazes,YES
183307,Other Ceramics & Pottery,YES
134447,Clay Rollers & Brayers,YES
183309,Armature Wire and Wire Form,YES
183310,Modeling Clays & Materials,YES
183311,Modeling Tools & Sets,YES
183312,Other Modeling,YES
150133,Ready-Made Molds,YES
153913,Moldmaking & Casting Materials,YES
183314,Release Agents,YES
183315,Other Molding & Casting,YES
183317,Carving Stones,YES
183318,Stone Carving Tools & Sets,YES
183319,Other Sculpting Supplies,YES
9355,Cell Phones & Smartphones,YES
20349,"Cases, Covers & Skins",YES
20357,Batteries,YES
20373,"Faceplates, Decals & Stickers",YES
35190,Mounts & Holders,YES
42425,Other Cell Phone Accessories,YES
43307,Manuals & Guides,NO
48571,Memory Card Readers & Adapters,YES
48677,Styluses,YES
58540,Screen Protectors,YES
58543,Accessory Bundles,YES
68030,Signal Boosters,YES
80077,Headsets,YES
88468,Car Speakerphones,YES
96991,Memory Cards,YES
122962,Straps & Charms,YES
123417,Chargers & Cradles,YES
123422,Cables & Adapters,YES
132297,Audio Docks & Speakers,YES
146504,Transmitters,YES
166030,Armbands,YES
179406,Port Dust Covers,YES
38331,PDAs,YES
43304,Cell Phone & Smartphone Parts,YES
45065,Mixed Lots,YES
136699,Display Phones,YES
29778,SIM Cards,YES
43308,Phone & Data Cards,YES
146493,SIM Card Accessories,YES
175744,PDA Accessories,YES
178893,Smart Watches,YES
182065,Chargers & Docking Stations,YES
182066,Screen Protectors,YES
182067,Smart Watch Cases,YES
182068,Watch Bands,YES
182069,Other Smart Watch Accessories,YES
182073,Vintage Cell Phones,YES
12,Other Antiques,NO
1217,Primitives,NO
2204,Other Ethnographic Antiques,NO
4170,Latin American,NO
4172,Pacific Islands & Oceania,NO
4173,Native American,NO
4171,Other African Antiques,NO
37946,Masks,NO
37947,Sculptures & Statues,NO
163007,Jewelry,NO
171173,Price Guides & Publications,NO
1207,Other Architectural Antiques,NO
4708,Garden,NO
37909,Ceiling Tins,NO
37910,Doors,NO
37912,Door Bells & Knockers,NO
37913,"Hooks, Brackets & Curtain Rods",NO
37914,Door Knobs & Handles,NO
37915,"Locks, Latches & Keys",NO
37916,Door Plates & Backplates,NO
66637,Other Antique Hardware,NO
162930,Nails,NO
162931,Screws,NO
162932,Switch Plates & Outlet Covers,NO
162933,Drawer Pulls,NO
162934,Escutcheons & Key Hole Covers,NO
162935,Heating Grates & Vents,NO
184487,Hinges,NO
37917,Tiles,NO
37918,Weathervanes & Lightning Rods,NO
63516,"Chandeliers, Sconces & Lighting Fixtures",NO
63517,Finials,NO
63518,"Fireplaces, Mantels & Fireplace Accessories",NO
63519,Signs & Plaques,NO
63520,"Windows, Shutters & Sash Locks",NO
112084,Stair & Carpet Rods,NO
151721,Stained Glass Windows,NO
162925,Balusters,NO
162926,Barn Doors & Barn Door Hardware,NO
162927,Beams,NO
162928,Columns & Posts,NO
162929,Corbels,NO
162936,Pediments,NO
162937,Reproductions,NO
167948,Plumbing & Fixtures,NO
171170,Price Guides & Publications,NO
2194,Other Asian Antiques,NO
37920,Baskets,NO
37921,Bowls,NO
37922,Boxes,NO
37923,Cabinets,NO
37924,Chairs,NO
37925,Chests,NO
37926,Glasses & Cups,NO
37927,Necklaces & Pendants,NO
37928,Plates,NO
37929,Pots,NO
37930,Snuff Bottles,NO
37932,Tables,NO
37933,Vases,NO
38124,Paintings & Scrolls,NO
73465,Other Chinese Antiques,NO
155352,Robes & Textiles,NO
162939,Amulets,NO
162940,Armor,NO
162941,Bells,NO
162942,Fans,NO
162943,Incense Burners,NO
162944,Ink Stones,NO
162945,Masks,NO
162946,Rings,NO
162947,Seals,NO
162963,Swords,NO
162964,Tea Caddies,NO
162965,Teapots,NO
162966,Bracelets,NO
162967,Brush Pots,NO
162968,Brush Washers,NO
184440,Figurines & Statues,NO
37935,Bowls,NO
37936,Boxes,NO
37937,Glasses & Cups,NO
37938,Netsuke,NO
37939,Plates,NO
37940,Vases,NO
38125,Paintings & Scrolls,NO
38126,Prints,NO
66841,Swords,NO
73466,Other Japanese Antiques,NO
155353,Kimonos & Textiles,NO
162969,Armor,NO
162970,Bells,NO
162971,Dolls,NO
162972,Fans,NO
162973,Statues,NO
162975,Masks,NO
162976,Tea Caddies,NO
162977,Teapots,NO
162978,Tsuba,NO
60209,India,NO
79947,Tibet,NO
116556,Middle East,NO
