item_id,sku,aspect,contaminated_approved_value,reverted_to_ethans_raw_value
365879907990,DOY-ASRO-GEMCARNELIAN-3LB-BUN,Size,3 lb,3 Pounds
365879907990,DOY-ASRO-GEMCARNELIAN-5LB-BUN,Size,5 lb,5 Pounds
365879907990,DOY-ASRO-GEMCHINA-1LB,Size,1 lb,1 Pound
365879907990,DOY-ASRO-GEMCHINA-3LB-BUN,Size,3 lb,3 Pounds
365879907990,DOY-ASRO-GEMCHINA-5LB-BUN,Size,5 lb,5 Pounds
365879907990,DOY-ASRO-GEMFUCHSITE-1LB,Size,1 lb,1 Pound
365879907990,DOY-ASRO-GEMFUCHSITE-3LB-BUN,Size,3 lb,3 Pounds
365879907990,DOY-ASRO-GEMFUCHSITE-5LB-BUN,Size,5 lb,5 Pounds
365879907990,DOY-ASRO-GEMMARJASPER-1LB,Size,1 lb,1 Pound
365879907990,DOY-ASRO-GEMMARJASPER-3LB-BUN,Size,3 lb,3 Pounds
365879907990,DOY-ASRO-GEMMARJASPER-5LB-BUN,Size,5 lb,5 Pounds
365879907990,DOY-ASRO-GEMMOONSTONE-1LB,Size,1 lb,1 Pound
365879907990,DOY-ASRO-GEMMOONSTONE-3LB-BUN,Size,3 lb,3 Pounds
365879907990,DOY-ASRO-GEMMOONSTONE-5LB-BUN,Size,5 lb,5 Pounds
365879907990,DOY-ASRO-GEMPYRITE-1LB,Size,1 lb,1 Pound
365879907990,DOY-ASRO-GEMPYRITE-3LB-BUN,Size,3 lb,3 Pounds
365879907990,DOY-ASRO-GEMPYRITE-5LB-BUN,Size,5 lb,5 Pounds
365879907990,DOY-ASRO-GEMSEAJASPER-1LB,Size,1 lb,1 Pound
365879907990,DOY-ASRO-GEMSEAJASPER-3LB-BUN,Size,3 lb,3 Pounds
365879907990,DOY-ASRO-GEMSEAJASPER-5LB-BUN,Size,5 lb,5 Pounds
365879907990,DOY-ASRO-GEMSMOQUARTZ-1LB,Size,1 lb,1 Pound
365879907990,DOY-ASRO-GEMSMOQUARTZ-3LB-BUN,Size,3 lb,3 Pounds
365879907990,DOY-ASRO-GEMSMOQUARTZ-5LB-BUN,Size,5 lb,5 Pounds
365879907990,DOY-ASRO-GEMSTRQUARTZ-1LB,Size,1 lb,1 Pound
365879907990,DOY-ASRO-GEMSTRQUARTZ-3LB-BUN,Size,3 lb,3 Pounds
365879907990,DOY-ASRO-GEMSTRQUARTZ-5LB-BUN,Size,5 lb,5 Pounds
365879907990,DOY-ASRO-GEMTIGER-1LB,Size,1 lb,1 Pound
365879907990,DOY-ASRO-GEMTIGER-3LB-BUN,Size,3 lb,3 Pounds
365879907990,DOY-ASRO-GEMTIGER-5LB-BUN,Size,5 lb,5 Pounds
365879935270,ZIPBAG-2MM-100PK-1-5X1-5,Size,1.5 in x 1.5 in,1.5 x 1.5 Inch
365879935270,ZIPBAG-2MM-100PK-2X2,Size,2 in x 2 in,2 x 2 Inch
365879935270,ZIPBAG-2MM-100PK-3X3,Size,3 in x 3 in,3 x 3 Inch
365879935270,ZIPBAG-2MM-100PK-3X4,Size,3 in x 4 in,3 x 4 Inch
365879935270,ZIPBAG-2MM-100PK-4X4,Size,4 in x 4 in,4 x 4 Inch
365879935270,ZIPBAG-2MM-100PK-4X5,Size,4 in x 5 in,4 x 5 Inch
365879935270,ZIPBAG-2MM-100PK-5X6,Size,5 in x 6 in,5 x 6 Inch
365879935270,ZIPBAG-2MM-100PK-6X9,Size,6 in x 9 in,6 x 9 Inch
365879950557,ASR-KEVLARSTRENGTHSURVIVALBLACK-13,Size,25 ft,25 feet
365879950557,ASR-KEVLARSTRENGTHSURVIVALBLACK-15,Size,100 ft,100 feet
365879950557,ASR-KEVLARSTRENGTHSURVIVALBLACK-21,Size,500 ft,500 feet
365879950557,TWL-K200LBSHSSPC1000FT-BUN-1000PK-BLCK-2,Size,1000 ft,1000 feet
365879950557,TWL-KHSSPC50FTB-BUN-50PK-50FT-BLK01,Size,50 ft,50 feet
365879950562,SON-COLLAPSWATER-CARRIER-15L-IR-TT,Size,3.75 gal,3.75 Gallon
365879950562,SON-COLLAPSWATER-CARRIER-20L-IR-TT,Size,5 gal,5 Gallon
365879950583,SON-GC1KG-25X5-TT,Size,2.5 in x 5 in,"2.5"" x 5"""
365879950583,SON-GC2KG-25X65-TT,Size,2.5 in x 6.5 in,"2.5"" x 6.5"""
365879950583,SON-GC3030-125X125-TT,Size,1.25 in x 1.25 in,"1.25"" x 1.25"""
365879950583,SON-GC3535-133X33-TT,Size,1.33 in x 1.33 in,"1.33"" x 1.33"""
365879950583,SON-GC4040-125X125-TT,Size,1.5 in x 1.5 in,"1.5"" x 1.5"""
365879950583,SON-GC4545-15X15-TT,Size,1.75 in x 1.75 in,"1.75"" x 1.75"""
365879996356,SON-12UCZTW42MM-100PC,Thickness,4 mm,4mm
